item,count,itemLabel
Q1156152,938,"Thomas D'Alesandro, Jr."
Q47384764,938,Félix Palomo Saavedra
Q1064695,938,Charles H. Taylor
Q3445813,938,Roy Roberts
Q5724049,938,Henry Jones
Q63160650,938,William Charles Mountain
Q60198015,938,David Gwynne-James
Q76248253,938,James Taylor Bell
Q52154831,938,John Charles Hall
Q19325232,938,John Brown
Q3296147,938,Mary Birdsong
Q8017901,938,William S. Anderson
Q75601252,938,John William Wood
Q16857162,938,James Campbell
Q97819005,938,John Davis
Q26857779,938,John Turner
Q311308,938,"Alois, Hereditary Prince of Liechtenstein"
Q75929725,938,Robert James Bell Finlay
Q4731643,937,Allen Faye
Q8013397,937,William Jackson
Q76070277,937,James John Francis Mann
Q15488708,937,John James McCook
Q76093934,937,John Armistead Browning
Q279873,937,William Henry I of Nassau-Usingen
Q15996130,937,John McNeill
Q7133124,937,Pappy Wood
Q55851366,937,George Henry Hardy
Q468736,937,"Victoria, Lady Welby"
Q75792234,937,John Haward Griffiths
Q2477056,937,Sergio María
Q169982,937,Gerard Butler
Q18759411,937,Thomas Poole
Q58454094,937,Michael James Smith
Q86957985,937,Jose Maria Fernandez Rodriguez
Q260837,937,Charlotte Marguerite de Montmorency
Q1505267,937,William Collazo
Q76321195,937,John Brown of Fordell
Q6226240,937,John Clarke
Q60790765,937,Tommy Brown
Q5552664,937,Gerry Brown
Q89232568,937,John Pitt Taylor
Q12792052,937,Janez Krstnik Mayr
Q56177836,937,John Griffith
Q75690065,937,William Robert Simon Johnston
Q76360894,937,John Griffith
Q76097551,937,John Michael Browning
Q63162222,937,Robert Chapman Sharp
Q1347599,937,Jan Siberechts
Q237165,937,"Infanta Margarita, Duchess of Soria"
Q2667,937,Paul von Hindenburg
Q8006041,937,William Browne
Q2787527,937,George Moore
Q19043824,937,William Simpson
Q59629043,937,Johann Paul Krauss
Q2447270,937,François Boulangé
Q8012021,937,William Henry Harris
Q3161190,937,James John Garth Wilkinson
Q3182568,937,John Taylor
Q56177843,937,John Griffith
Q17423756,937,Charles Loraine Smith
Q200507,937,Paul Müller
Q264836,937,Alfonso IV of León
Q28660662,937,William Smith
Q56177838,937,John Griffith
Q380360,937,Christophe Plantin
Q56184895,937,William Owen Thomas
Q75930853,937,George Philip Thomas Gray
Q4706594,937,Alan Evans
Q5546378,936,George Williams Brown
Q76117212,936,John Griffiths
Q76307683,936,John Griffith
Q76027891,936,John Raymond Allen
Q229286,936,Jeanne d'Albret
Q1700472,936,William A. Pile
Q21465352,936,William Henry Hall
Q106957555,936,William Pakenham Walsh Williams
Q106356,936,Johann Fischer
Q264764,936,Pierre Charles L'Enfant
Q1750346,936,"Sir John Borlase Warren, 1st Baronet"
Q5006539,936,C. J. Cutcliffe Hyne
Q76138193,936,John Griffiths
Q5335483,936,Ed Taylor
Q8008694,936,William Evans
Q460546,936,John Banim
Q75576192,936,Griffith Ap John
Q75892427,936,John Brown
Q75786713,936,James E. Davis
Q457386,936,Prince Henry of Prussia
Q6226600,936,"John Cole, 2nd Earl of Enniskillen"
Q2349386,936,Hamish Henderson
Q56177833,936,John Griffith
Q335845,936,"Henry Herbert, 4th Earl of Carnarvon"
Q1694027,936,Johann George Schmidt
Q355384,936,Gary Glitter
Q542773,936,"John Casimir, Duke of Saxe-Coburg"
Q63163913,936,Robert MacDonald Wilson
Q76132396,936,"Sir William Prince-Smith, 3rd Bt."
Q56177936,936,John Griffiths
Q43420297,936,James V. Anderson
Q19286804,936,Johann Jakob Meyer
Q362697,936,Freddy Rodriguez
Q75273654,936,"Sir William Anderson, 6th Bt."
Q106828196,936,Michael Taylor
Q76125869,936,James Alexander Campbell
Q98607818,936,John Brown
Q50707934,936,John Campbell McNamara
Q26997994,936,William Burns Smith
Q3643409,936,"William Palmer, 2nd Earl of Selborne"
Q1365430,936,William Desmond Taylor
Q328369,936,Edwin Landseer
Q5497364,936,Frederick Bell
Q101243317,936,J.T.H. Connor
Q722103,936,William Boyd
Q76117217,936,John Griffiths
Q8013233,936,William J. Hamblin
Q56177837,936,John Griffith
Q3942360,936,Rufus Hound
Q75622130,936,John Griffith
Q104286422,936,William Hill Clarke
Q92842,936,Jon Hall
Q21460583,936,John Brown
Q327287,936,William L. Shirer
Q55857338,936,Carl Müller-Rastatt
Q75350173,936,John Richard
Q21334278,936,Henri Louis Martin De Villers
Q94924330,936,Johann Bernhard Hoffmann
Q75647492,936,"Sir Malcolm Dalrymple-Hay, 8th Baronet"
Q106828302,936,Nicholas Loraine-Smith
Q56177835,936,John Griffith
Q1422060,936,William Thomson
Q18736859,935,Jimmy Anderson
Q20734672,935,William Lewis Barrett
Q104415853,935,John Allen-Petrie
Q88938728,935,Peter William Griffith
Q7527364,935,Sir James Anderson
Q28924194,935,J. S. Reid
Q554556,935,Martin John Amos
Q17104241,935,Connor Smith
Q19873261,935,Billy Bell
Q94924334,935,Johann Bernhard Hoffmann
Q27947665,935,Jan Count Dobrzensky z Dobrzenicz
Q8011962,935,William Henry Dillon Bell
Q49087628,935,Charles E O Smith
Q3245490,935,James the Less
Q3055549,935,Troy Smith
Q20734283,935,Richard Jones
Q373751,935,Francisco Hernández de Córdoba Brito del Socorro y Nazareno
Q7345451,935,"Robert Herbert, 12th Earl of Pembroke"
Q18516544,935,Hans Liefrinck
Q63279,935,"Ernst Ludwig I, Duke of Saxe-Meiningen"
Q21069652,935,Clement Smith
Q1695378,935,John Lewis Tiarks
Q2896241,935,Benjamin Smith Lyman
Q7342224,935,Robert Boscawen
Q24004569,935,John Miller
Q108195538,935,Rhishard Llewellyn Jones
Q75506601,935,William Stewart-Brown
Q6200613,935,Jimmy Lee
Q106204423,935,John Brown
Q932330,935,John Thomson
Q737654,935,Robert John Lechmere Guppy
Q930203,935,William Augustus Adam
Q102248706,935,Robert William Pratt
Q6218722,935,"John Allen, 4th Viscount Allen"
Q75744759,935,John Charles James Hoskyns-Abrahall
Q7608788,935,Stephen Brown
Q18917551,935,John Wilson
Q6255976,935,John Russell
Q63160325,935,Mark James Mayhew
Q76051465,935,David Thomas Charles Hutton
Q7876393,935,Ubalda García de Cañete
Q306403,935,James Franco
Q706058,935,Allan Clarke
Q15458294,935,J. Robert Bradley
Q218679,935,Colette
Q72964346,935,David Mitchell
Q76047586,935,Robert John Martin Lacy
Q44691153,935,William Powell
Q108527325,935,William James Clarke
Q18749289,935,William Watts Hart Davis
Q20748896,935,William Charles Roberts
Q4470093,935,R. J. Williams
Q669334,935,J. R. Smith
Q1346475,935,Philip I
Q44107,935,Peter Handke
Q75422344,935,John James Douglas Barclay
Q94640653,934,William Bell Thompson
Q317929,934,"Charles, Duke of Berry"
Q94414879,934,John R. G. Pitkin
Q6264545,934,John W. Danenhower
Q6264592,934,John Windet
Q200401,934,Antigonus I Monophthalmus
Q8018961,934,William Suero
Q5482662,934,Francis W. H. Adams
Q16145480,934,J.R. Martin
Q61882222,934,Hippolyte Louis Guerin
Q18783787,934,John Roberts
Q213346,934,John Stockton
Q19366494,934,William Henry James
Q5725922,934,Henry Mitchell Jones
Q1394780,934,John King Fairbank
Q18912490,934,Edward John Long Scott
Q5081446,934,Charles P. Smith
Q6768687,934,Mark MacTaggart-Stewart
Q181917,934,David Niven
Q8015807,934,William Morgan
Q75376974,934,Albrecht Friedrich Ludwig Johann Graf von Salm-Hoogstraeten
Q16027737,934,John Alexander Simpson
Q76312001,934,William John Wood
Q20734620,934,William Griffith
Q2729480,934,Mrs. John Wood
Q8018337,934,William Shaw
Q2909428,934,Mordechai Geldman
Q106813541,934,Ifor Morris-Jones
Q6256191,934,John S. Brown
Q76361994,934,David John Gwynne-James
Q267354,934,"George II, Landgrave of Hesse-Darmstadt"
Q1307310,934,Jocelyn Toynbee
Q3380639,934,Philippe Robert-Jones
Q57779023,934,John C. Brown
Q19666511,934,Robert Brown Young
Q22003352,934,John Bell
Q8013655,934,William John Parry
Q42784236,934,Robert Jackson
Q104840119,934,Charles Henry Smith
Q54041,934,Michał Korybut Wiśniowiecki
Q20811125,934,Robert John King
Q6504006,934,"Lawrence Dundas, 2nd Marquess of Zetland"
Q5545479,934,"George Venables-Vernon, 7th Baron Vernon"
Q6111597,934,Jack Carter
Q17479527,934,Robert Campbell
Q2519433,934,Paco López
Q60866,934,Hinrich Lichtenstein
Q77040108,934,Joseph Hunold Walther von Plettenberg
Q75522687,934,Anthony John Wilson
Q106764411,934,John Edwards
Q20734624,934,William Griffiths
Q99246748,934,William Dacres Adams
Q6219941,934,John B. Frazier
Q6247003,933,John Martin Thompson
Q74965,933,Johann Siebmacher
Q89518495,933,Charles Howell Ward
Q1701427,933,John Phillips
Q25191,933,Christopher Nolan
Q5931629,933,Hugh Macdonald
Q15993094,933,David Howard
Q5481057,933,Francis George Mostyn
Q554448,933,Tom Williams
Q333802,933,Charles of Provence
Q5345599,933,Edward Thomas Williams
Q6128541,933,James Alexander MacDonald
Q67220269,933,Malcolm Jared James John
Q1176536,933,David M. Schneider
Q75862440,933,Emma Lloyd
Q64685760,933,Agnes Jane Jack
Q96261933,933,Johann Ulrich Baumann
Q6828200,933,Michael Anderson
Q919329,933,Henry II
Q2415120,933,"Philippe Charles, Duke of Anjou"
Q18160634,933,John Howard
Q94854831,933,Johann Friedrich Köhler
Q28064714,933,Thomas Johnes
Q10990374,933,Jack Cope
Q27567932,933,Charles Henry Martin
Q55021091,933,Williamson James Brown
Q17376029,933,Maria Picasso y López
Q1368437,933,James Merrill
Q12339297,933,Thorstein Thomsen
Q1701316,933,"John Palmer, 4th Earl of Selborne"
Q6688028,933,Louis R. Sullivan
Q60887,933,Jeremy Bentham
Q5240342,933,David Thomas
Q16202913,933,John Carter
Q22112020,933,William B. Davis
Q938005,933,John P. Kennedy
Q6260384,933,John Taylor
Q599744,933,Antonio Barberini
Q354365,933,Henry Parland
Q108752600,933,Jehoiada John Brown
Q2733599,933,Abraham Elzevir
Q7788347,933,Thomas C. Lethbridge
Q6248996,933,John Mitchell
Q23583070,933,John Brown
Q363440,933,Jim Taylor
Q75527752,933,John Wyld Brown
Q460922,933,John Smeaton
Q76339125,933,Robert William Kenneth Harris
Q46595597,933,Elizabeth Russell
Q168194,933,Clifton Parker
Q829686,933,Johann Ferdinand of Auersperg
Q57626,933,Princess Sibylla of Saxe-Coburg and Gotha
Q3101308,933,Georg Friedrich Wilhelm Meyer
Q1703544,933,Joos van Craesbeeck
Q6128203,933,James A. Moorer
Q26462682,933,John D. Martin
Q701583,933,Nicholas Francis
Q232295,933,John Kendrew
Q76312019,933,Shaun William John Wood
Q3934732,933,Rich Jones
Q75754591,933,"Thomas Edward Douglas Wilson of Airdrie, younger"
Q427870,933,Jan Sanders van Hemessen
Q3101672,933,George Johnson Clarke
Q55838505,933,"Juan Manuel, Duque de Almodóvar del Río Sánchez y Gutiérrez de Castro"
Q64223485,933,José Rodríguez Fernández
Q553790,932,Thomas Dolby
Q19665676,932,Stanley John Bailey
Q102293097,932,Todd William Griffith
Q1694793,932,Johann Jacob Alff-Becker
Q75786555,932,Thomas William Gray
Q55440728,932,Korl Meyer
Q94360822,932,William Clark Gordon
Q16030013,932,William Carr Smith
Q27824281,932,John W. Morton
Q321643,932,Duke Georg Alexander of Mecklenburg-Strelitz
Q19326542,932,James John Cooper Wyld
Q75528209,932,David Guildhaume Myrddin-Evans
Q127984,932,Jean Lorrain
Q76370587,932,John Brown
Q177692,932,Andrea Palladio
Q7613963,932,Thomas Hamilton
Q6240316,932,John Hughes
Q76136284,932,Thomas Browne Evans
Q2080012,932,Princess Margarete Karola of Saxony
Q7787323,932,Thomas Baker
Q63069784,932,Rosalindo Souza
Q76035220,932,William Henry Ernest Robert Turlough O'Brien
Q532423,932,Bob Iger
Q16023312,932,Marianne Smith
Q87450935,932,John Wilson Kahigwa
Q76008694,932,Thomas John Lawson Johnston
Q145132,932,Robert Taylor
Q95247620,932,Johann Michael Schmitt
Q86517050,932,John Nicholas Kobina Taylor
Q20031673,932,Cameron Dallas
Q4799783,932,"Arthur Moyses William Hill, 2nd Baron Sandys"
Q21715461,932,"Charles Colville, 2nd Viscount Colville of Culross"
Q108755002,932,George Graham Scott-Brown
Q69437260,932,John J. Brown
Q981825,932,Tommy Wright
Q7352839,932,"Robin Vane-Tempest-Stewart, 8th Marquess of Londonderry"
Q105362204,932,José María Sánchez Fernández
Q8015809,932,William Morgan
Q76345905,932,William Leonard Williams
Q100797077,932,John Graves
Q5080955,932,"Charles Mills, 2nd Baron Hillingdon"
Q5941463,932,José Luis Martín Rodríguez
Q16199714,932,William Taylor
Q96201010,932,John Brown
Q5230903,932,David Atkinson
Q75247324,932,Elizabeth Milling
Q3182771,932,John Wilson Bengough
Q23715847,932,Natalie Burn
Q725384,932,Joe Simon
Q59917182,932,James R. Brown
Q18231959,932,John Brown
Q6260506,932,John Thomas
Q75594316,932,John Brown
Q19874618,932,James Smith
Q47149,932,Sylvester I
Q6210556,932,Joe Johnson
Q1226250,932,Jan Baptiste le Saive II
Q21539665,932,James Thomas Marsh Bell
Q5906261,932,James Kennedy
Q14955495,932,Maria Burton
Q4767298,932,Anna Maria Horsford
Q7945595,932,W. Gordon Brown
Q1224591,932,Digby Smith
Q18685445,932,Howard Clark
Q274339,932,Gwen John
Q75450609,932,"Sir Charles Reid, 4th Baronet"
Q5077556,932,"Charles F. Smith, Jr."
Q26724,932,Eleanor of Austria
Q83428,932,Paracelsus
Q8020438,931,William Wilson
Q6145540,931,James Williams Adams
Q27357,931,Francisco de Paula Martínez de la Rosa y Berdejo
Q191014,931,Isabel Martínez de Perón
Q539470,931,Sam Johnson
Q28868083,931,Robert Jones
Q3425971,931,Françoise Henry
Q75987940,931,Ashley William Graham Allen
Q96202780,931,"Thomas Oliver, of Low Leyton"
Q55901496,931,Johann Karl Gottfried Schmidt
Q15525010,931,John Henry Hobart
Q201732,931,Robert Graves
Q799510,931,"John Atkinson, Baron Atkinson"
Q4932964,931,Bob Jones
Q980587,931,William W. Campbell
Q76722,931,Maximilian Henry of Bavaria
Q104698815,931,John Harley
Q99685055,931,James Smith
Q15454057,931,Edward Allde
Q75608796,931,John Brown
Q75463454,931,Robert John Moore
Q76044531,931,John Brown Gourlay
Q2804215,931,John Matthews
Q5541153,931,George Jones
Q57415165,931,Garcia-Soidan J.L.
Q18600374,931,John Allen Howe
Q39258158,931,Johann Heinrich Köhler
Q7793383,931,Thomas R. Williams
Q29383778,931,Richard Vaughan-Jones
Q8011845,931,"William Henderson, 1st Baron Henderson"
Q76308330,931,Alexander Charles Whistance-Smith
Q65050484,931,Jack Taylor
Q19876544,931,Don Johnson
Q6239263,931,John Hill
Q59588638,931,James McDonogh
Q7350601,931,"Robert Verney, 17th Baron Willoughby de Broke"
Q75637975,931,John Patrick Allen Dowman
Q1696606,931,Richard Schmidt
Q215872,931,Prince Wilhelm of Baden
Q94641829,931,David Edwards
Q446925,931,Minna Aaltonen
Q106013317,931,Charles D. Smith
Q76109327,931,John Brown
Q50359071,931,Sydney Robert Jones
Q21460589,931,John Brown
Q6237418,931,"John Hamilton, 1st Baron Hamilton of Dalzell"
Q1782143,931,Konrad Kachelofen
Q3568543,931,"Sir William Dawes, 3rd Baronet"
Q66312330,931,William Samuel Johnson
Q315511,931,Algernon Charles Swinburne
Q61859959,931,Lynching of John Henry James
Q139712,931,John Le Mesurier
Q16090451,931,Gloria Warren
Q2439545,931,Tom Brown
Q106510232,931,William Harrison Brown
Q1447395,931,Frans II Jozef van Lotharingen
Q21165654,931,John Brown
Q6240318,931,John Hughes
Q108063558,931,Eduard Johann Christoph Hoffmann
Q5495084,931,Fred Evans
Q2076571,931,"Peter Lane, Baron Lane of Horsell"
Q442086,931,David William Davis
Q76335663,931,John Brown
Q6242308,931,John Joyce Russell
Q75490116,931,John Brown
Q3011344,931,"John I, Count of Alençon"
Q929387,931,George Thomas Moore
Q601186,931,James M. Taylor
Q4020186,931,William Wilson
Q7342709,931,Robert Campbell
Q271835,931,Archduchess Maria Christina of Austria
Q75506540,931,John Brown
Q630371,930,Princess Sophie of Greece and Denmark
Q1108531,930,Colin Campbell
Q108349473,930,John Brown
Q1065104,930,Charles Brooke
Q107141152,930,William Allen Thompson
Q76056039,930,Lewis John Bucknall Lloyd
Q95759428,930,John Brown
Q5365877,930,Ellis Evans
Q6228822,930,John Davis
Q76051421,930,John Edward Henry Simpson
Q294607,930,Edward I of Portugal
Q79445443,930,John Robert King
Q61892331,930,Antonio Barreto Nogueira Neto
Q63155424,930,James Keith Anderson
Q519641,930,"William I, Count of Burgundy"
Q21932499,930,Stephen G. Hall
Q2580672,930,William Stewart MacGeorge
Q18621047,930,Antonio Conte
Q2740325,930,Jean de La Hire
Q6207509,930,Jock Wilson
Q708596,930,Martin-Michel-Charles Gaudin
Q16059739,930,James Alexander Walker
Q937287,930,Louis-Vincent Thomas
Q1232794,930,Leif Erickson
Q924006,930,William Alexander Morgan
Q93370070,930,John Logan Allen
Q547017,930,"Charles Gonzaga, Duke of Mantua and Montferrat"
Q5083486,930,Charles Wheeler
Q7346139,930,Robert John White
Q12365044,930,James Scott
Q55433558,930,John Edwin Taylor
Q98546147,930,James E. Smith
Q75576832,930,John Brown
Q59681592,930,José Luis García de Veas Silva
Q8010470,930,"William H. Keith, Jr."
Q12477907,930,Mike Lewis
Q6142854,930,James Scott
Q63162765,930,William Henry Stubbs
Q102557068,930,John Cecil McPherson
Q232465,930,Pippa Middleton
Q942541,930,Alexander Kazhdan
Q20734627,930,William Griffiths
Q6246954,930,John Martin
Q6225756,930,John Charles Horsey James
Q588151,930,Anthony Peter Khoraish
Q1635264,930,John Victor Murra
Q80868289,930,Hazel Irene Tilden
Q8006945,930,William Cockburn
Q1463282,930,Margrave Frederick William of Brandenburg-Schwedt
Q87687429,930,Charles T. Campbell
Q8003918,930,William A. Campbell
Q2121062,930,The Weeknd
Q76068722,930,John Brown Johnstone
Q3830700,930,"Leopold John, Archduke of Austria"
Q180560,930,Philip Seymour Hoffman
Q21903454,930,"Harry Fox-Strangways, 7th Earl of Ilchester"
Q672671,930,Robert Aderholt
Q75625169,930,John Brown
Q62826,930,Diederich Franz Leonhard von Schlechtendal
Q14005687,929,Robert Brown Gardner
Q4679954,929,Adam Watson
Q97685706,929,Matthew W Johnson
Q1316528,929,"James Stewart, 1st Earl of Buchan"
Q75683217,929,John Brown
Q75538765,929,Thomas Charles Evans
Q107273104,929,John Moulder-Brown
Q17413852,929,José Wilson Lessa Sabag
Q5081697,929,Charles Plympton Smith
Q6275825,929,Jonny Smith
Q76314223,929,Griffith Astor
Q1393799,929,Ignacio Farrés Iquino
Q18819383,929,Charles Smith
Q108326850,929,John Smithson Brown
Q184785,929,Anne Rice
Q567387,929,"John I, Duke of Saxony"
Q102403260,929,Michael James Andrew Smith
Q1692245,929,Johann Adam Osiander
Q75300406,929,William Alexander Elliot
Q1068631,929,Cornelius Lanczos
Q299282,929,Tom Kenny
Q23806569,929,Gwilym Gwent
Q53953081,929,Thomas Lee
Q108337068,929,Lance Hardy
Q2424696,929,Thomas H. Carter
Q75472991,929,John Terence Brown
Q30106243,929,John M. Brown
Q27995645,929,John T. Selden
Q7793586,929,Thomas Roberts
Q76182820,929,Alan Robert Percy Brown
Q17423845,929,William Wright
Q55885391,929,Friedrich Karl Graf von Schönborn
Q2139341,929,William Charles Linnaeus Martin
Q23779926,929,Momo Hirai
Q75311587,929,John Thomas Green
Q58576495,929,John A Brown
Q157121,929,Conrad I of Germany
Q40321,929,Dave Chappelle
Q16933117,929,John Stewart of Ardvorlich
Q75758030,929,Thomas John Green
Q75803396,929,Robert Shankland Mays-Smith
Q314462,929,Harold Lasswell
Q3525574,929,Thomas Smith Grimké
Q12392457,929,Luis Castro
Q6537526,929,Lex Bell
Q725999,929,F. M. Cornford
Q229226,929,Elizabeth Gaskell
Q59627764,929,John Coert Campbell
Q75351375,929,"Sir Thomas Wilfred Hargreaves John Erskine of Cambo, 4th Bt."
Q84545397,929,John Wilson
Q104759938,929,John S. Brown
Q32707,929,George William Gray
Q17413860,929,Manoel José Nurchis
Q76028165,929,George William Wade Harris
Q5564436,929,Jim Baker
Q238334,929,Blanche of Lancaster
Q102145390,929,John M.F. O'Connell
Q52826198,929,John Jacobs Thomas
Q18672103,929,Richard Jones
Q2158828,929,"Robert Sidney, 1st Earl of Leicester"
Q5108100,929,Chris Smith
Q6264484,929,John Wilson
Q21679906,929,Hon. James William Bosville-Macdonald
Q508333,929,Robert Duncan McNeill
Q1985556,929,Bobby Day
Q18535729,929,Richard Jones
Q311082,929,Pisanello
Q11310764,929,John Denny
Q19607958,929,Sergio Moro
Q75978705,929,Robert William Costley White
Q55615178,928,"Sir John Freind Robinson, 1st Baronet"
Q101500331,928,William R. Brown
Q7526782,928,"Sir Frederick Johnstone, 8th Baronet"
Q7599384,928,Stanlake Samkange
