item,count,itemLabel
Q6265591,950,"John de Montacute, 1st Baron Montacute"
Q76126073,950,Robert William Mungall Allison
Q8013687,950,William Johnson
Q18530908,950,Thomas Weist-Hill
Q21714750,950,"George Bruce, 7th Baron Balfour of Burleigh"
Q18534962,950,William John Cooke
Q8013900,950,William Kelly
Q7342451,950,Robert Bruce
Q108754732,950,John Herbert Pratt-Johnson
Q56373213,950,Philip Thomson
Q4160426,950,Richard Jones
Q56787262,950,Arthur Hutton
Q44054,950,Franz Marc
Q6312230,950,June Brown
Q3181946,950,John Livingston
Q104037061,950,William Williams
Q23061866,950,Henry Mayer
Q75977947,950,Lewis William Martin
Q53445,950,Henry I the Bearded
Q75374978,950,Sir John Henry Maitland Greenly
Q75619665,950,John Fowler
Q63502,950,"Karl II, Duke of Brunswick"
Q30564104,950,Emilio J. Rodríguez Posada
Q97650391,950,John Alexander BackusMayes
Q105335,950,Joachim Count of Schönburg-Glauchau
Q26625,950,Marc Anthony
Q1960518,950,Charles Othon Frédéric Jean-Baptiste de Clarac
Q21457231,950,Martin Evans-Thomas
Q1811222,950,Robert Hughes
Q78064457,950,Arnold Isler
Q24238878,950,Alastair Morgan
Q102166952,950,Robert Spencer David Thomas
Q320317,950,John Crescentius
Q3809326,950,John Henderson
Q106528342,950,John Brown (center)
Q549948,950,Jake McDorman
Q94429045,950,John Campbell Breadalbane
Q75542227,950,Charles Robert Anderson
Q8020195,950,"William Wentworth-Fitzwilliam, 6th Earl Fitzwilliam"
Q76370511,950,John Brown
Q20733426,950,John Griffith
Q726953,950,Chevalier de Saint-George
Q6236725,950,John H. Brown
Q6252532,950,John Perceval
Q75508072,950,Robert Lawrence Clifton-Brown
Q5372228,950,Emily James Smith Putnam
Q696000,950,Johann Bernhard Bach the elder
Q8018549,950,William Smith
Q18880386,950,William Thompson
Q133232,950,Gabriel Lippmann
Q1231590,950,Hyginus Mythographus
Q129351,950,William A. Harris
Q62048,950,Maria Sofia of Neuburg
Q76132242,950,Richard Stephen Prichard-Jones
Q582252,950,Mike Scott
Q1867018,950,W. E. Johns
Q6250460,950,John Nicholson Campbell
Q345196,950,William Roberts
Q2306331,950,Princess Henriette of Schönaich-Carolath
Q355009,950,Jackson Browne
Q15637844,950,David Richard Smith
Q551740,950,Jean-Pierre Claris de Florian
Q8018841,950,William Stewart Walker
Q7346175,950,Robert Jones
Q260045,949,John Riggins
Q11977954,949,James H. Smith
Q887899,949,"Hethum II, King of Armenia"
Q4962977,949,Brian Anderson
Q18719343,949,Thomas Clark
Q4679870,949,Adam T. Smith
Q6143323,949,James Smith
Q6242185,949,John Joseph Lee
Q8019096,949,William T. Manning
Q2848803,949,André Wechel
Q3604975,949,Adam of Rottweil
Q26305397,949,"Sir George Scott-Douglas, 4th Baronet"
Q153408,949,Joseph Banks
Q3181301,949,Juan Luis Rodríguez-Vigil
Q75493762,949,"Sir John Allen de Bourgho, 3rd Bt."
Q16200769,949,Thomas Hall
Q6244377,949,John Lee
Q64831004,949,James C. Davis
Q16859549,949,James Scott
Q75583273,949,Thomas George Nigel Clark
Q16066744,949,Jock Wilson
Q4731543,949,Allen Bowers
Q24237587,949,John Russell Scott
Q321392,949,Jim Valvano
Q93182,949,Louis Braille
Q6104417,949,J.W.R. Linton
Q505808,949,William Anthony Hughes
Q27863079,949,John Wilson
Q309470,949,Johann Ambrosius Bach
Q24568849,949,"Sir Henry St John-Mildmay, 3rd Baronet"
Q8008690,949,William Evans
Q157100,949,"Margaret of Austria, Duchess of Savoy"
Q76162683,949,Thomas Russell
Q3757239,949,Gaia Servadio
Q6220328,949,John Baird
Q8015784,949,William Moore Wallis Clark
Q8018594,949,William Snyder Webb
Q76263028,949,"John Graham-Campbell, 1st of Shirvan"
Q28017488,949,John Griffiths
Q66134848,949,Charles Smith
Q61037569,949,William James Batt
Q7350288,949,Robert Taylor
Q8011870,949,William Henry Allen
Q6261100,949,"John Townshend, 6th Marquess Townshend"
Q213150,949,Charles Williams-Wynn
Q19975239,949,Robert Smith
Q321318,949,"Giuseppe Gonzaga, Duke of Guastalla"
Q70052022,949,Marie Waldeck-Rousseau
Q7234687,949,Tom Miller
Q45084088,949,George Abbott-Smith
Q315516,949,Thomas Gray
Q6241926,949,John Johnson
Q19325370,949,John Griffith
Q21388020,949,David John Lawrence Agassiz
Q233648,949,Lady Bird Johnson
Q108512758,949,William Henry Thomas Graham
Q60050960,949,John Brown
Q75425442,948,Daniel Thomas John Barrett-Lennard
Q102355177,948,Andrew James Beaumont-Smith
Q47126982,948,John Alwyn Griffiths
Q8020431,948,William Wilson
Q70538,948,Carl Wilhelm Scheele
Q4164781,948,Ali Moustafa Mosharafa
Q103324678,948,John Griffith Greenhut
Q6196771,948,Jim McCrimmon
Q5076015,948,Charles C. Smith
Q18672765,948,William Pettit Griffith
Q21535269,948,John Brown
Q314558,948,Ferdinando II de' Medici
Q4081219,948,John R. Baylor
Q554018,948,Louis Leprince-Ringuet
Q63162719,948,James Marshall Strachan
Q1358292,948,Johannes Dantiscus
Q103625,948,Nicholas IV
Q20312603,948,John Wilmer Browning Barr
Q44684230,948,Sir (William) Reginald Verdon-Smith
Q16189276,948,Tom Gordon
Q884979,948,Charles Smith Olden
Q363984,948,John D. Rockefeller Jr.
Q6828865,948,Michael Brown
Q55903704,948,Johann Gottlob Hofmann
Q6263782,948,John White
Q16066334,948,Charles Culling Smith
Q1191188,948,Neil Taylor
Q90143131,948,John Davis Moore
Q97594436,948,John (II.) of Spaur
Q18163295,948,William Brown
Q3760531,948,George Housman Thomas
Q1680834,948,James Milton Smith
Q75250780,948,Lady Cecil Kerr
Q451693,948,"William Brouncker, 2nd Viscount Brouncker"
Q17421861,948,George Barnett Smith
Q169594,948,Gregory XI
Q21612774,948,John Bracebridge Wilson
Q6260393,948,John Taylor
Q281159,948,Will Boyd
Q4426480,948,"William King-Noel, 1st Earl of Lovelace"
Q102287982,948,John William Watson
Q108526452,948,José Antonio Fernández Sánchez
Q6845876,948,Mike Anderson
Q15693916,948,William Brown
Q76177119,948,"John Hamish Watson Stewart of Balgownie, younger"
Q76062987,948,John Douglas Boswell Campbell
Q166036,948,Lady Saw
Q75252376,948,John Alexander Henderson
Q6235444,948,John Gladstone
Q75968848,948,Michael William Davis Howell
Q4761033,948,Andy Merchant
Q2464210,948,Ward Burton
Q16017968,947,William Young
Q6223514,947,John Brown
Q982023,947,Jacques Laurent
Q76171446,947,Robert Alexander Smith
Q6263256,947,John Watts
Q2342337,947,Pierre Marie de Saint-Georges
Q44678186,947,"Sir William Smith, 1st Baronet"
Q75636475,947,James Carew O'Gorman Anderson
Q5934954,947,Jerry Langford
Q75264549,947,John Brown
Q6195153,947,Jim Gardner
Q6255036,947,John Roach
Q3809125,947,"John Byng, 1st Earl of Strafford"
Q56553128,947,Richard John Kenneth Taylor
Q7794563,947,"Thomas Trevor, 22nd Baron Dacre"
Q98017,947,"Charles, 6th Prince of Löwenstein-Wertheim-Rosenberg"
Q108511920,947,John Patrick Archer
Q1491001,947,John Wilkinson Taylor
Q6251953,947,John Parkinson
Q177111,947,Bill Stevenson
Q238935,947,"Archduchess Anna, Hereditary Grand Duchess of Tuscany"
Q64521758,947,José Luis Fernández-Martín
Q484669,947,John T. Walton
Q19668664,947,Bill Young
Q673162,947,Alexandru Todea
Q207303,947,Stephen Uroš IV Dušan of Serbia
Q5545045,947,George T. Morgan
Q15456321,947,Peter Bassett-Smith
Q7794043,947,Thomas Smith
Q75736528,947,John Columbine Paterson-Morgan
Q76245216,947,James Thomas Norton Bell
Q7342401,947,Robert Brown
Q1479519,947,Félix Ravaisson-Mollien
Q33083014,947,John Cedric Griffiths
Q75413019,947,Henry Robert Vaughan Johnson
Q705120,947,"William, Duke of Nassau"
Q1074700,947,William Foote Whyte
Q76235592,947,St. John Louis Hyde du Plat Taylor
Q75705589,947,Michael Abel Smith
Q60042651,947,John Thomas McNally
Q70828,947,"Henry I, Duke of Brunswick-Grubenhagen"
Q958378,947,"Charles II de Valois, Duke of Orléans"
Q104834175,947,Bill Evans (Negro leagues)
Q6259508,947,"John Stuart-Wortley, 2nd Baron Wharncliffe"
Q75857256,947,William Robert Baker
Q721855,947,John Tyler
Q1702096,947,John Walter
Q4496058,947,Wee Willie Harris
Q94276747,947,John Henderson Bell
Q4431032,947,James F. D. Spence
Q5240351,947,David Thomas
Q75241965,947,John Harrison
Q4306893,947,Bobby Jones
Q76073300,947,John Harrison Robinson
Q3579189,947,Édith Thomas
Q96494,947,"Johann Friedrich Alexander, Prince of Wied"
Q53839069,947,John Parker
Q19687626,947,William Blunt
Q1301023,946,Josef Winterhalder der Jüngere
Q6253390,946,John Price
Q63158540,946,William Bancks Hall
Q22113150,946,John Charles Watt
Q237955,946,Maria Theresa of Austria
Q332576,946,Michael Martin
Q1743263,946,"William Gay Brown, Jr."
Q644635,946,"Gaston, Duke of Orléans"
Q4935594,946,Bobby Smith
Q6103871,946,J. A. G. Roberts
Q6264070,946,John Wilkinson Taylor
Q1681230,946,James Vernon Smith
Q447039,946,William Robert Brooks
Q56260386,946,Léonard Bilodeau
Q21536584,946,Mary Bertha Raine
Q1077865,946,Chris William Martin
Q21461221,946,John Edwards
Q103240649,946,Helen Agatha Burton
Q1700604,946,"John James Flynt, Jr."
Q319597,946,Stephen Uroš II Milutin of Serbia
Q75476488,946,Henry Joseph Adams
Q728592,946,Cecco d'Ascoli
Q4912643,946,Billy Griffith
Q78541,946,Archduke Charles Stephen of Austria
Q1816241,946,Leith Mullings
Q17488202,946,Billy Anderson
Q1445486,946,Frans H. van Eemeren
Q171034,946,Robert Wilson
Q2946323,946,Tyler James
Q108753545,946,John Stuart Harris
Q18210714,946,John Wilson
Q3248796,946,Torrey Smith
Q5723015,946,Henry Hill
Q64020907,946,Charles Henry Smith
Q6068770,946,Pedro Fernando Ruiz de Castro Andrade y Portugal
Q1679953,946,James Anderson
Q235857,946,Elizabeth of Aragon
Q76063372,946,Thomas Henry James Holland Sowler
Q20732969,946,Edward Owen Davies
Q155790,946,Eugene Wigner
Q869909,946,Prince Heinrich of Hesse-Kassel
Q76340451,946,Arthur James Smith
Q76313975,946,James MacLaren Anderson
Q84563192,946,James Dowling Herbert
Q76194218,946,"William Hay, Viscount Dupplin"
Q102278738,946,James Ross Smith
Q7794376,946,Thomas Taylor
Q1394430,946,Robert B. Campbell
Q62516,946,"Charles I, Landgrave of Hesse-Kassel"
Q60845423,946,Johann Karl Eduard Schmidt
Q7792557,946,Thomas Morgan
Q507279,946,Alessandro Turchi
Q6145973,946,James Young Milne Henderson
Q20559798,946,William Griffith
Q76930,946,Prince Rupert of the Rhine
Q489193,946,Harry Harrison
Q158629,946,David Irving
Q17385655,946,Bill Johnson
Q3103946,946,Gerard Edwards Smith
Q105374083,945,Nick Wallis
Q29643860,945,Thomas J. Wood
Q7527950,945,"Sir John Morris, 1st Baronet"
Q75965200,945,"Sir Lewis John Erroll Hay of Park, 9th Bt."
Q106175,945,John Cusack
Q21389462,945,Evan Benjamin Gareth Jones
Q30015890,945,Francis Harvey Green
Q75778696,945,Charles Thomas Alexander Carlos Clarke
Q22343741,945,Anthony William Ashley-Cooper
Q1325,945,Friedrich Hayek
Q236236,945,Oliver Goldsmith
Q6220699,945,John Barker
Q90586,945,Karl Küpfmüller
Q66901,945,"John IV, Duke of Mecklenburg"
Q16089725,945,John Brown
Q107306204,945,William Clark
Q75958355,945,"Sir Robert Hamilton, 9th Baronet"
Q75443570,945,Robert Campbell
Q313074,945,Charles Rolls
Q106827959,945,William Taylor
Q76361,945,Wilhelm Keitel
Q75278250,945,"William Horsley-Beresford, 3rd Baron Decies"
Q24568681,945,William Wilson
Q22098420,945,John Wilson
Q6383978,945,Keith Anderson
Q53838943,945,Thomas Smith
Q78147,945,Leo Meyer
Q21524901,945,William Clark Helmbold
Q6264204,945,John William King
Q224548,945,Henry of Nassau-Siegen
Q361843,945,Juan Castellar y de Borja
Q105123672,945,John Brown
Q75883921,945,Timothy John Griffith
Q585884,945,Duke Robert of Württemberg
Q19502150,945,David Macaire
Q483405,945,Anacharsis Cloots
Q107306205,945,William Clark
Q1696578,945,Johann Wilhelm Hoffmann
Q5592829,945,Graham Forbes
Q16027113,945,John Roberts
Q336430,945,"Richard Fletcher-Vane, 2nd Baron Inglewood"
Q107639233,945,James Martin
Q89089,945,Johann Faber of Heilbronn
Q5078638,945,Charles H. Smith
Q193212,945,Seann William Scott
Q1029810,945,David Morris
Q106451995,945,William Henry Johnson
Q75935268,945,John George Forbes-Mitchell
Q5006855,945,C. Scott Jacobs
Q96474282,945,John H. Hill
Q104230246,945,David E. Poole
Q1366247,945,Mansfield Smith-Cumming
Q18640489,945,Robert Wilson
Q6238839,945,John Henry Johnson
Q312636,945,Felix V
Q18813390,945,William Arnold
Q88829770,945,John L. Brown
Q6246236,945,John Mackay Wilson
Q13530058,945,John Tilney
Q1394458,945,William of Ypres
Q75390683,945,"John Andrew Douglas-Hamilton, Lord Daer"
Q63161639,945,John Douglas Rennie
Q146465,945,Baldwin III of Jerusalem
Q21466509,944,William Stewart Watson
Q984014,944,William John Bankes
Q52305957,944,James Alexander Kerr Thomson
Q18910706,944,George Thomas White Patrick
Q102196559,944,John Wood Clark
Q63156367,944,Tom Bousquet Browne
Q1700595,944,John Jabez Edwin Mayal
Q207197,944,Gene Simmons
Q98800227,944,"William Lewis Hughes, 2nd Baron Dinorben"
Q3175235,944,Jean d'Yd
Q2423731,944,Thomas Evans
Q76354689,944,Arthur James Hazlerigg Smith
Q726526,944,James Edwards
Q1700525,944,John Hughes
Q106460878,944,Martin St. John Sutton
Q57070060,944,John Maunsell
Q85771698,944,John Payne
Q63157781,944,William Ritchie Fairbairn
Q108498406,944,James Maclaren
Q5546353,944,George William Taylor
Q20734654,944,William John Roberts
Q234895,944,Infanta Marie Anne of Portugal
Q91052108,944,William Alexander Thomson
Q71011,944,Friedrich von Esmarch
Q18600471,944,Robert Strickland Thomas
Q7793741,944,Thomas Sidney Smith
Q4981492,944,Doris
Q16066901,944,Jimmy Smith
Q6200544,944,Jimmy Kennedy
Q75916150,944,Richard William Gwynne-Evans
Q8002883,944,Will Hudson
Q16005765,944,"John J. Bennett, Jr."
Q75438104,944,Philip John Maurice Wilson
Q102259868,944,William Anderson Christian Jr
Q8008641,944,William Ernest Smith
Q7339062,944,Rizabawa
Q50353229,944,Johann Heinrich Fischer
Q105958674,944,John Ellis Hamer Martin
Q27831180,944,John Brown
Q105669405,944,John Arthur Wilson
Q6246859,944,John Marshall
Q59916639,944,John A. Long
Q102270891,944,John William Woods
Q102124140,944,James Quartermaine Smith
Q4330919,944,Vsevolod Ovchinnikov
Q76073693,944,Edward John Wilson
Q65937146,944,Richard D. Smith
Q88300542,944,Edward Douglas Mitchell
Q7612491,944,"Thomas Coke, 4th Earl of Leicester"
Q1266779,944,"James Douglas, 4th Earl of Morton"
Q338151,944,Robert J. Shiller
Q63162129,944,Charles Cunningham Scott
Q21518139,944,John Griffith
Q194402,944,Joshua Reynolds
Q14036136,944,Charles W. Clark
Q35538158,944,Samuel William
Q6386365,944,Kellyanne Conway
Q16065631,944,John Campbell Colquhoun
Q615309,944,Tom Bell
Q6201301,944,Jimmy Smith
Q55726262,944,George Martin
Q24008625,944,Jimmy Smith
Q10393716,944,William Preston Adams
Q6256043,944,John Rutherford
Q175833,944,Wenceslaus I of Bohemia
Q75385747,944,John Spencer
Q5541350,944,"George Kinnaird, 9th Lord Kinnaird"
Q22109306,944,Kenneth G.V. Smith
Q708629,944,William Daniell
Q75750441,944,John Edward Wilson
Q552286,944,Louis I
Q3296425,944,Maria Antonieta de las Nieves
Q1694489,944,Johann Heinrich Schmidt
Q6260343,944,John Taylor
Q3186412,943,José Manuel López
Q21539667,943,James Thomas Watson
Q75316020,943,William John Gray-Muir
Q7297456,943,Ray Evans
Q7341564,943,Robert Araujo
Q539427,943,Johann Jacob Bach
Q273206,943,Joe Louis
Q85773946,943,Ken Johnson
Q76271003,943,Charles Henry Smith
Q971331,943,"William Herbert, 1st Earl of Pembroke"
Q76339188,943,John Wedgwood
Q100823600,943,John James
Q7351130,943,Robert Williams
Q927365,943,"Louis, Duke of Montpensier"
Q5786282,943,Karl Wilhelm de Hamilton
Q6078,943,Dr. Dre
Q391944,943,Matilda of Flanders
Q21537582,943,Robert William Miller
Q214660,943,John Fowles
Q89754523,943,Charles H. Smith
Q75389670,943,Johann Georg Wilhelm Viktor Heinrich Konstantin Günther Friedrich Christian Prinz zu Schleswig-Holstein-Sonderburg-Glücksburg
Q10520061,943,Jimmy Keohane
Q18221060,943,Robert D. Anderson
Q1876689,943,Princess Louise Caroline of Hesse-Kassel
Q313866,943,William Adams
Q88164,943,Hans von Hentig
Q107037929,943,Henry Vaughan
Q100968877,943,Charles W. Lovy
Q2644710,943,Adriaen Frans Boudewyns
Q63069736,943,Marcos Antônio da Silva Lima
Q524167,943,Bob Brown
Q75683203,943,John Brown
Q5294608,943,Donald John Roberts
Q102383718,943,James John Michael Newton
Q863201,943,Billy Mitchell
Q6227494,943,John Vivian
Q706935,943,William Nicholson
Q33978,943,Robert Delaunay
Q65683867,943,Eva Munson Smith
Q18936120,943,John Allen
Q3182574,943,John Taylor
Q745977,943,"John Russell, 1st Earl of Bedford"
Q105618,943,Robert Weimar
Q29642849,943,John Griffiths
Q6167605,943,Williams Dávila
Q55642698,943,William Evans Rogers
Q7459973,943,Shaaron Claridge
Q172248,943,Marcus Junius Brutus
Q3182450,943,John Seward Johnson II
Q6242814,943,John Kenneally
Q76242678,943,James Webber Smith
Q75349377,943,Charles Henry Smith
Q2433909,943,George Washington Smith
Q19043656,943,Thomas Hart
Q22954810,943,William Joseph Taylor
Q104804148,943,Charles Miller
Q76055963,943,John Robinson Harrison
Q19827680,943,Scott Cawthon
Q75345758,943,Charles Millar
Q183270,943,Edward Mills Purcell
Q312444,943,John Fletcher
Q155781,943,Louis Néel
Q66207,943,Heinrich Zschokke
Q109061,943,Guido Reni
Q76281139,943,Robert Esther Moore Campbell
Q29464116,943,John Brown
Q449118,943,Brian Blessed
Q21009679,943,John Brown
Q310012,942,James Fox
Q14537,942,Bill Hader
Q75552896,942,Bertram Thomas Smith
Q21540398,942,Ezra Dangoor
Q27924829,942,Kevin Lloyd
Q75311658,942,James Gordon Lennox
Q5081998,942,Charles Rhodes Smith
Q76104163,942,John Griffith Frith
Q75626309,942,John Brown
Q97532314,942,Margred ferch John ap Jenkin ab Ieuan ap Rhys ap Morgan Fychan
Q61431781,942,Jim Cominsky
Q718389,942,James Storm
Q44294103,942,José Francisco Pérez Sánchez
Q2084974,942,Perry Jones III
Q561510,942,Henri de Régnier
Q75406800,942,Arthur William Hay Conyers-Baker
Q959840,942,Roy Kerr
Q28534246,942,Andrew Baker
Q97532322,942,John ap Jenkin ab Ieuan ap Rhys ap Morgan Fychan
Q57987458,942,John Brown
Q105395572,942,John Richard Andrew
Q16160197,942,James Anderson
Q8013460,942,William James Henderson
Q56885702,942,William James Orville-Thomas
Q54556343,942,William Harris
Q76292623,942,William Hall Owen
Q1388854,942,"Robert III, Count of Dreux"
Q869557,942,William Henry Young
Q53552919,942,José María Fernández Rodríguez
Q5085078,942,Charlie Johnson
Q26728747,942,Frederic Thomas Lewis
Q3132864,942,Henry James Johnson
Q232301,942,Roseanne Barr
Q4798541,942,Arthur E. Jones
Q30315383,942,John R. Fisher
Q29896570,942,John Graham-Hall
Q133600,942,Banksy
Q95197,942,Wolfgang Metzger
Q317037,942,Kwame Brown
Q75246449,942,Thomas Oscar John Bailey
Q353943,942,John Lewis
Q75905276,942,Thomas ap Gruffudd
Q347441,942,"Adalbert I, Count of Vermandois"
Q75599312,942,Alexander Charles Rodney Smith-Ryland
Q105468998,942,William Lawrence Wright Marshall
Q634125,942,George Gerbner
Q5789836,942,John Spencer
Q10308802,941,José António da Silva Torres
Q7803,941,Bronzino
Q3169752,941,Jean-Pierre Savelli
Q2333973,941,Antonio María de Bucareli y Ursúa
Q8006847,941,William Clarke
Q3414973,941,Robert William Chapman
Q19959074,941,Robert Brown
Q68635,941,"Philip II, Count of Schaumburg-Lippe"
Q75987093,941,Sir John Griffith
Q737117,941,Franz Joachim Beich
Q75558441,941,"James Campbell, Viscount Emlyn"
Q64685732,941,William George Hamley
Q3311211,941,Michel de Vascosan
Q5239580,941,David Scott
Q108804096,941,Zhou Jie
Q122479,941,Malcolm IV of Scotland
Q77447,941,Friedrich Wolf
Q93973518,941,John Clevedon Brown
Q19631229,941,Georges William Taylor
Q356134,941,Leonard Woolley
Q7958971,941,Waddell Smith
Q75297963,941,John Hills
Q15994422,941,William Julius Eggeling
Q15451429,941,Johann Friedrich Karl Beck
Q6143301,941,"James Smith, Jr."
Q7347086,941,Robert M. Anderson
Q21289280,941,John Joseph Barker
Q98557233,941,William Stephen Mitchell
Q76068765,941,Lewis Butler
Q28025018,941,William Griffiths
Q48428754,941,Johann Josef Ignaz von Hoffmann
Q1393498,941,Victor de Laprade
Q28017513,941,John Henry Montagu Luxmoore
Q1204884,941,John Wilkinson
Q4761470,941,Andy White
Q6243948,941,John Lane Bell
Q333919,941,"George Thomas, 1st Viscount Tonypandy"
Q154412,941,Mary I of Hungary
Q65634535,941,John A. Brown
Q208685,941,Rupert Everett
Q6759153,941,Margaret B. Blackman
Q17437673,941,Eric Anderson
Q6219288,941,"John Arbuthnott, 16th Viscount of Arbuthnott"
Q76070019,941,Paul David Evans
Q982472,941,Henry Beaufort
Q102165749,941,John Lyell Sanders
Q21070183,941,Bill French
Q506466,941,"Charles III, Duke of Bourbon"
Q6226731,941,John Collins
Q51566,941,Spike Lee
Q480113,941,Philippe Charles d'Arenberg
Q75786854,941,Robert Campbell
Q1681301,941,James William Marshall
Q6208813,941,Joe Brown
Q709428,941,Bob Anderson
Q47461729,941,José Manuel Rodríguez Martínez
Q235128,941,"Infanta María de las Mercedes, Countess of Barcelona"
Q75656629,941,James Buchanan
Q65085825,941,John Brown
Q4643274,941,J. Howard Miller
Q1292836,941,Pope John I (II) of Alexandria
Q24445,941,Stefan the First-Crowned
Q357506,941,Joseph E. Brown
Q63158242,940,John George Glover
Q20641938,940,James E. Smith
Q45772,940,Christian Bale
Q84814,940,August Köhler
Q3607709,940,Al Gallagher
Q2330552,940,Ed Harcourt
Q78062051,940,Charles Genequand
Q18736134,940,William O'Conor
Q6220744,940,John Barnard
Q6151328,940,Toño Fernández
Q1223057,940,William Wilson Saunders
Q83233,940,Jacques Cousteau
Q13034473,940,Charles Morgan
Q102061876,940,Carl Friedrich Wagner
Q76340126,940,George Kinsley Babington
Q20734626,940,William Griffiths
Q18508336,940,James Power Smith
Q885005,940,Charles Manley Smith
Q18819500,940,James Hicks Smith
Q75398748,940,William Howard Evans
Q75975531,940,Nicholas James Brown
Q2023434,940,"Louis Alexandre, Prince of Lamballe"
Q63159185,940,William Wilson Hulse
Q546216,940,J. S. Wilson
Q21460500,940,Thomas J. Watson
Q12309956,940,Emil Juel-Frederiksen
Q28815059,940,John H. Martin
Q712502,940,"Henri d'Orleans, Duke of Aumale"
Q58068346,940,John Griffith
Q18810941,940,John Scott
Q6530079,940,Prince Welf Ernst of Hanover
Q24568683,940,John Wood
Q75836212,940,David Huntly Evans
Q5241275,940,David Wood
Q8004408,940,William Anderson
Q289938,940,Étienne Martin
Q99536280,940,John Wilson
Q75261076,940,John William Watson
Q108162128,940,John Brown
Q102867538,940,Elizabeth Sara Lee-Johnson
Q24189750,940,George Hall Jones
Q102115992,940,John James Francis Fournier
Q75624980,940,Andrew Robert Wilmot-Smith
Q3161025,940,J. Denis Summers-Smith
Q100933610,940,John Taylor
Q6198189,940,Jim Smith
Q6152533,940,Jane Mary Dealy
Q213687,940,August Batsch
Q312501,940,Henri Pirenne
Q5075369,940,Charles Baillie-Hamilton
Q7358961,940,Roger Stone
Q64021227,940,John Brown
Q192948,939,Gerard Kuiper
Q2157729,939,Robert Jones
Q1176741,939,David Stewart
Q79069,939,Count Anton Alexander von Auersperg
Q4889295,939,Benjamin Thomas Williams
Q251397,939,Nicolas-Charles Bochsa
Q5006922,939,C. V. Vishveshwara
Q19325650,939,Thomas Smith
Q64484293,939,William Thompson Wilson
Q92990474,939,William Walker Alexander
Q150747,939,Wilhelmina of the Netherlands
Q41402,939,Gilbert Stuart
Q2072618,939,Jean II de Brosse
Q16196773,939,Rick Wilson
Q27942279,939,Nick Thompson
Q7342706,939,Robert Campbell
Q60104,939,Paul Tillich
Q17308843,939,Herbert Brown
Q195443,939,Theodoric II
Q1699486,939,John Fleming
Q20725021,939,Henry Francis Wilson
Q1693976,939,Johann Georg Trautmann
Q6220382,939,John Baker
Q2580406,939,William Ross Macdonald
Q332783,939,"John Jacob Astor, 1st Baron Astor of Hever"
Q24052680,939,Alexander Stewart
Q76021196,939,John William Thompson-Glover
Q102253402,939,Kenneth Roberts Fox
Q1179411,939,Tommy Smith
Q23978540,939,Thomas Smith Cafe
Q703296,939,"Henry III, Duke of Brabant"
Q75946712,939,John Brown of Fordell
Q317007,939,Henry II of Nassau
Q915447,939,Vesta Williams
Q76117214,939,John Griffith
Q75945482,939,William Robert David Bates
Q107465763,939,William Howard Smith
Q4390386,939,John Lewis Russell
Q19959985,939,Henry Jones
Q269689,939,Infanta Isabel Maria of Portugal
Q6135927,939,James Henry Taylor
Q7794040,939,Thomas Smith
Q906677,939,Labashi-Marduk
Q8007445,939,William D. Clark
Q76177404,939,Robert John Jocelyn Stewart
Q140106,939,Francesco Maria del Monte
Q36710028,939,James Scott
Q8010150,939,William Green
Q75488317,939,James William Bruce Douglas
Q28147525,939,John Griffiths
Q75407090,939,Robert Ross Buchanan Brown
Q75657012,939,Leonard William Smith
Q75538439,939,Charles Evans-Freke
Q1441774,939,Francis Watson
Q213550,939,Billy Graham
Q6146975,939,Jamie Hall
Q5075370,939,Charles Baillie-Hamilton
Q75472996,939,Timothy John Brown
Q109463,939,Richard Mentor Johnson
Q7325745,939,Richard Foster Jones
Q7326941,938,Richard Jones
Q838187,938,János Wass
Q76291673,938,John Henry Mayne-Campbell
Q719626,938,"George, Duke of Saxony"
Q2874895,938,Prince Alexander of Hesse and by Rhine
Q26218463,938,James Scott
Q63157989,938,George Blinn Francis
Q7791129,938,Thomas J. Pluckhahn
Q26916845,938,John C. Brown
Q76281471,938,"John Alexander Miller, 3rd Bt."
Q47541911,938,John Martin
Q7789396,938,Thomas Evans
Q63158051,938,Arthur Robert William Fulton
Q8019312,938,William Thomas George Gates
Q2986943,938,Sarah Brown
Q1134261,938,Cornplanter
Q72905548,938,José María Bernaldo de Quirós y González de Cienfuegos
Q63159639,938,William Joseph Kingsbury
Q14475398,938,Ryan Campbell
Q729048,938,Olavo de Carvalho
Q2580380,938,William R. Wood
Q365085,938,Eric II of Denmark
Q16853909,938,John Palaiologos
Q3528938,938,"George Harris, 4th Baron Harris"
Q8005345,938,William Bell
Q107160975,938,James Smith
Q710996,938,Gottfried Heinrich Bach
Q21555337,938,Thomas Smith
Q335457,938,"Thomas Howard, 1st Earl of Suffolk"
Q76137366,938,Charles Alan Reardon-Smith
Q76117222,938,John Griffiths
Q160614,938,Skanderbeg
Q104499320,938,John D Griffiths
Q2580723,938,William Taylor
Q2578280,938,William Clayton Anderson
Q76199323,938,Charles Richard Raymond Vassar-Smith
Q8021821,938,Willie Smith
Q1769,938,Alexander Severus
Q1041829,938,John Bell Hatcher
Q76042002,938,James Smith du Vernet
Q22102814,938,Robin James Smith
Q984191,938,John O. Brennan
Q99302402,938,"Griffith|Gruffudd ap John Kynaston, of Stocks"
Q83967890,938,Elizabeth Beltzhoover Mason
Q85321,938,Hans Lufft
Q76312090,938,Lawrence John Taylor
Q75999182,938,Thomas William Murphy Philips
Q75537186,938,John Duncan Campbell
