uri,count,itemLabel
Q6147597,422,Jamie Wade
Q96267187,421,Konrad Emanuel (von Wattingen) Bessler
Q11762484,421,Lola Gjoka
Q68817573,421,"John Oswald Mair Hunter, Lord Hunter"
Q29643614,421,Robert (Bob) N (2) Smith
Q4913225,421,Billy Reid
Q1695017,421,Johann Joseph Franz von Aham
Q75654171,421,"Sir William Walter, 2nd Bt."
Q76116562,421,"Sir Christopher John Louis Joseph Nixon, 3rd Bt."
Q18527646,421,John Sullivan
Q7381359,421,Russell Bencraft
Q15933357,421,Johann Sebastian Bruch
Q102165901,421,Dennis George Weis
Q42955949,421,Stephen A. Smith
Q106114299,421,Tiny Bennett
Q56254899,421,Q56254899
Q3302890,421,May Telmissany
Q2839532,421,Marta Gómez
Q2694988,421,"Henry James, Sr."
Q18706163,421,Robert J. McFarlin
Q8023238,421,Wilson Tuckey
Q7437015,421,Scott Patterson
Q5585840,421,Gordon Smith
Q20534738,421,Francisco Martínez González-Bengoechea
Q51078661,421,Joseph de Malherbe
Q11974963,421,Helén Eriksen
Q7650949,421,Suzanne Roberts
Q728490,421,Guillermo Rodríguez
Q4932103,421,Bob Cole
Q2894571,421,José María Velasco Álvarez
Q75866568,421,Robert Henry Lucas-Clements
Q98968433,421,Gareth George Wilson
Q75506478,421,Arthur Thomas Patrick Bonham Carter
Q75298886,421,Johann Albrecht Prinz zu Isenburg-Budingen-Wachtersbach
Q75316603,421,Lord James Russell
Q106301283,421,Jean-Baptiste-François de Bourgeon
Q1444018,421,Frank Richard Heartz
Q100981230,421,John Clark
Q76273502,421,Robert Dennis Taylor
Q55614904,421,James Wilson
Q96088114,421,Mary Elizabeth Johnson
Q4720241,421,Alexander Tottenham
Q6830032,421,Michael E. Moseley
Q75782767,421,John Roberts
Q107621092,421,José Aguirre López
Q78071517,421,Kolumban Sozzi
Q54007552,421,John Hay
Q16193865,421,Randy Smith
Q13125672,421,Benjamin Thomas Hopkins
Q11771008,421,María Irigoyen Pérez
Q5498451,421,Frederick Nelson Jones
Q4096111,421,Neil Brown
Q1603945,421,Helmut Müller
Q7347775,421,Robert Moore
Q75463178,421,Thomas Hamilton Moore
Q102131982,421,Robert W. Smith
Q75265218,421,Christopher John Murray Herring
Q76133305,421,James Russell Joseph Radcliffe
Q64230837,421,Charles-Fréderic-Louis Roger-Barón de Guimps
Q64851754,421,Jose Carlos Soveral da Silva
Q6218334,421,John Aikman Stewart
Q55685589,421,Johann Christian Büttner
Q76187675,421,Charles L. Brown
Q16019244,421,William Carrington Thompson
Q15867633,421,William H. Wilmarth
Q22132075,421,Marie Calma
Q75268925,421,William Fosbery
Q19958246,421,Ivan Jean-Marie
Q23822286,421,S. Lewis Johnson
Q75704561,421,Ivan Edward Macauley Jones
Q7965988,421,Walter Roberts
Q75314377,421,Alexander John Talbot Eustace-Malpas
Q2165757,421,Ronald St. John Macdonald
Q95243883,421,Johann Ernst Bernhard Emminghaus
Q6145061,421,James Wallace Stewart
Q688695,421,Richard Mayr
Q64734349,421,José de Jesús Martinez Vargas
Q3334882,421,Nadia Khodasevich Léger
Q3637942,421,Ben Mee
Q7789253,421,Edmund Harvey
Q16214055,421,José Martín López Cisneros
Q42178194,421,Carl Vilhelm Meyer
Q75980880,421,William Birkenhead Mather Jackson
Q16230392,421,Louis-Charles-Auguste Delamarre de Lamellerie
Q8865948,421,Maria Wojciechowska
Q100660242,421,Francisco García Martínez
Q75998632,421,Frederick William Gray
Q14855186,421,Raymond de Biolley
Q3701745,421,Daniel Thomas
Q75364864,421,Alexander Karl Bernhard Johannes Dietrich Maria Baron von Hohenbuhel gennant Heufler zu Rasen
Q6230357,421,John Duncan
Q103045453,421,Jose Simental Rodriguez
Q6268213,421,Johnson Charles
Q10307516,421,Joaquina Soares
Q101423329,421,Hannah Owen Mills
Q5596461,421,Grant Smith
Q21539431,421,James Charles White
Q35719492,421,"José de Sousa e Silva, Jr"
Q3169958,421,Jean-Robert Thomazo
Q2641796,421,Silvia Corzo
Q15454842,421,Joseph T. Bentley
Q19873642,421,Harold St George Gray
Q6375333,421,Katie Allen
Q5541710,421,"George Lewis Gillespie, Jr."
Q57599223,421,Elizabeth Schofield
Q76235608,421,Robert David Nicholson
Q6838326,421,Mick McManus
Q704786,421,Muhammad III of Granada
Q76083836,421,Edward James Jackson
Q102309727,421,Francisco José da Silva e Silva
Q105080947,421,James Washington Bell
Q107586522,421,Frederick Castle
Q61745622,421,José Torres González
Q15998928,421,William Beck
Q105713722,421,Auguste Riedel
Q104719112,421,Malcolm Harrison
Q1376802,421,Eutychius
Q43912724,421,Robert Taylor
Q5953631,421,Juan de la Rosa González
Q6214498,421,Joey Miller
Q75619453,421,James Edward Jackson
Q97070939,421,John Grant Menzies
Q64584939,421,John Simpson
Q5314284,421,Duncan Cameron
Q76042759,421,Henry Parke
Q100885476,421,John Mitchell
Q76229962,421,John Henry Plumb
Q75950484,421,John Miller
Q38046137,421,José García Herreros
Q18813613,421,Elizabeth Watson-Brown
Q98968703,421,Ian Frederick James Green
Q6244365,421,John Lee
Q47622662,421,William Adamson
Q5113250,421,Christopher Smith
Q7794738,421,Thomas W. Druce
Q108755233,421,Robert Alexander Harrison Surtees
Q2848189,421,André Briche
Q76263611,421,Frederick William Gray
Q16062904,421,John Lloyd Bale
Q107637257,421,Charles Henry Chapman
Q6243757,421,John LaRose
Q76164331,421,"Sir Robert James Seton of Pitmedden, 11th Bt."
Q50889222,421,Jean Gragnon
Q16212664,421,Charles W. Fisher
Q75639381,421,John Childe Heaton-Armstrong
Q1329419,421,Elijah McCoy
Q5343727,421,Edward James Gibson Holland
Q63157508,421,William Dracup
Q6779692,421,Mary Hall
Q1693364,421,Johann Ernst Noricus
Q75862319,421,Robert Thomas Carew
Q20974218,421,Pedro José Moreira Silva
Q12320067,421,Johannes Hansen
Q5365163,421,Princess Caroline Mathilde of Saxe-Coburg and Gotha
Q6830961,421,Michael Harris
Q2903376,421,Bill Touhey
Q7927041,421,Victoria Smith
Q7460380,421,Shadia Drury
Q75727058,421,Laurence Charles Brown
Q1459764,421,Friedrich Hoffmann
Q24287118,421,John Lee Warner
Q3767645,421,Giovanni Maria Angioy
Q76083598,421,"Sir William Murray of Dunerne, 1st Bt."
Q1653027,421,"Charles, Count of Hohenzollern-Haigerloch"
Q60166990,421,Maria Elisabeth Göransson
Q84562748,421,Carl Klage
Q10284779,421,Francisco Furtado de Castro do Rio de Mendonça e Faro
Q8016308,421,William Odell
Q75479424,421,Douglas Lesly Carty James Jackson
Q75941456,421,"Catherine Monckton, Viscountess Galway"
Q64374463,421,John H. Fultz
Q100884618,421,Brian Miller
Q75263865,421,Robert John Mackessack
Q75337737,421,Thomas William Jefferies
Q96305291,421,Captain Charles Watson Payne
Q75295098,421,Prince Andreas of Liechtenstein
Q27914802,421,Karl Christian Koch
Q96410091,421,Tommy Brown
Q1851031,421,John Myrdhin Reynolds
Q5257225,421,Denis Evans
Q6129479,421,James Battersby
Q15999088,421,John Edgar Bailey
Q102166485,421,George Albert Anderson
Q102110553,421,Aranya Chakrabortty
Q75342062,421,Francis William Hudson
Q7345433,421,Robert Henry Hurst
Q7345968,421,Robert J. S. Page
Q55647597,421,Albert Griffiths (trade unionist)
Q98340797,421,James Miller
Q29163169,421,Thomas Edwards
Q76289886,421,Ivan Ogilvie-Grant
Q17917702,421,Charles Green
Q21104302,421,Marilyn Jordan Taylor
Q7305094,421,Red Stacy
Q7345311,421,Robert Haslam
Q6555585,421,Lionel Cooper
Q75249401,421,Elizabeth Grosvenor
Q75135780,421,Bill Stewart
Q4768481,421,Anne Jones
Q8010160,421,William Greene
Q75496200,421,Robert Boyd
Q6232186,421,John F. Boynton
Q102365412,421,José Antônio de Oliveira Freitas
Q7794829,421,Thomas Walker
Q96984920,421,Joseph Allen
Q68211684,421,Juan Antonio Lopez Crespo
Q3311273,421,Michele Benso di Cavour
Q76222084,421,John David Nicholson
Q72936864,421,Johann Wilhelm Cunis
Q76196932,421,Charles Anthony Wright
Q11835565,421,Jean Howard
Q75718709,421,James Stewart Wallace
Q75401287,421,David John Stanley Rutland
Q6293757,421,José Pérez Rosa
Q94898452,421,Friedrich Ludwig Hoffmann
Q6523869,421,Leo J. Martin
Q99030457,421,Johann Bernhard Frank
Q3169959,421,Jean Robert Tronchin
Q8019580,421,William Turner
Q7795153,421,"Thomas William House, Sr."
Q76146454,421,"Sir Charles Rugge-Price, 8th Bt."
Q5085528,421,Charlie Smirke
Q5937787,421,José Antonio Díaz Peláez
Q108712856,421,James Herbert Mitchell
Q1392252,421,Georges de la Chapelle
Q76058798,421,John Schoular Miller
Q3847272,421,Maria Fortuna Incostante
Q5942606,421,José María Arribas
Q1704265,421,Josef Bauer
Q66750827,421,Sarah Johnson Cocke
Q21166132,421,Thomas Allen
Q7817226,421,Tom Pettit
Q6212409,421,Joe Smith
Q17403845,421,John H. Cooke
Q7507944,421,Sid Watson
Q96980062,421,Christine Mary Johnson
Q22582588,421,Jean-Baptiste Aubry
Q44742300,421,Beatriz Consuelo
Q102175827,421,Changchang Xi
Q64785414,421,José Pérez Álvarez
Q75564154,421,Thomas Brown
Q65563396,421,Jean Albert
Q1459877,421,Friedrich I. von Goseck
Q72938588,421,Johann Matthias Gabriel Stäcker
Q5297937,421,Doris Grove
Q75272553,421,Anna Maria Amyand
Q75414458,421,George Richard Edward Aubrey-Fletcher
Q22003828,421,John Curtin
Q96196594,421,John J. Stremlau
Q56174744,421,Ian Campbell
Q53799516,421,Robert Russell
Q499583,421,Joan Roberts
Q76031540,421,William Thomas Reddaway
Q110490,421,Ludwig Frank
Q104029302,421,Jean Nicolas
Q65178777,421,Nono Reinhold
Q3186439,421,José María Carbonell
Q102166540,421,William Wright Kuhn
Q76086035,421,John E. Thompson
Q76102752,421,John Miller
Q75917029,421,"Sir Henry John Michael Every, 13th Bt."
Q75952206,421,Thomas George Rose
Q106591376,421,John Ford
Q7815616,421,Tom Donohue
Q95664946,421,Mizzi Schoeppl
Q20709435,421,Jim Fleming
Q63163201,421,William Thomas Fawdon Trunchion
Q108353600,421,Thomas Doull-Connolly
Q26896920,421,Maria Wolfbrandt
Q63157263,421,James Samuel Davidson
Q45186921,421,José Luis Sánchez Barrios
Q103120781,421,Julie Lorraine Hudson
Q75905100,421,Robert Smith Steedman
Q16186591,421,J. S. G. Boggs
Q25991639,421,"John W. Reid, Jr."
Q3027556,421,Gregg Zaun
Q102341582,421,Gregory Mitchell Johnson
Q33125774,421,François-Louis-Alfred Guyot de Villeneuve
Q107466441,421,Peter Paul Rubens III
Q75248782,421,Edward John Sutton Ward
Q2023833,421,"Antonio Álvarez de Toledo, 5th Duke of Alba"
Q75249946,421,Nathaniel David John Cooke
Q3103117,421,Georges Louis Mathieu
Q6301041,421,Juan Sánchez-Navarro y Peón
Q295416,421,Luis García
Q5539274,421,George Finch
Q16567500,421,John Wolf
Q76267451,421,William Phillips-Lee
Q6835387,421,Michael Wilson
Q21537942,421,Sir Douglas William Parker
Q850421,421,Betty Washington Lewis
Q5920394,421,Irma Eréndira Sandoval
Q7612964,421,Steve Jones
Q6707679,421,Lydia Rubio Ferrer
Q5438931,421,Fay Morgan Taylor
Q11714699,421,Izabela Tomaszewska
Q17388497,421,Theophilus Jones
Q1709006,421,José Augusto Martins Fernandes Pedreira
Q1186093,421,"Pons, Count of Toulouse"
Q14573892,421,James Robert Madison Mullany
Q75391331,421,Bernhard Wilhelm Georg Graf von Crayenburg
Q2896739,421,Bentes
Q10856680,421,Wilhelm Müller
Q5535642,421,Georg August Stahl
Q75282678,421,Elizabeth Douglas
Q16031815,421,William Pearce
Q7346019,421,Robert Jacob Lewis
Q75753217,421,George William Howard Vernon
Q75525791,421,Philip George Anderson
Q76072472,421,William Campbell Macdougall
Q27503366,421,Heinrich Ludwig Müller
Q16107177,421,John F. Wright
Q100743906,421,George Baker
Q264196,421,David Blunkett
Q95612473,421,David Frank Allen
Q5947567,421,Lis Vega
Q85671983,421,Juan Manuel de Cañas-Trujillo y Sánchez de la Madrid
Q76123979,421,Frances Marie Fritz Caraway
Q8019973,421,William Walter Webb
Q5082858,421,"Charles Taylor, Jr."
Q62607260,421,Peter Smith
Q76300976,421,Richard Johnson Lockett
Q16301976,421,María Cristina Pineda Suazo
Q16582724,421,José Buenaventura Sepúlveda Fernández
Q26791568,421,María López García
Q4726032,421,Alice Nielsen
Q100769947,421,Mark Clark
Q4996640,421,Bull Wagner
Q75634126,421,William Robert Ancketill
Q100961522,421,Amy Mendenhall Cooke Ambrose
Q6226433,421,John Coates
Q19324952,421,James Harington Evans
Q94915729,421,William Marshall Watts
Q11075272,421,Herbert Hudson Taylor
Q75918105,421,William Robert Cuningham
Q4519129,421,Rachel Shabi
Q95263365,421,Hans-Georg Hoffmann
Q75553437,421,Charles Taylor
Q17352232,421,Jean-Louis Fournier
Q3430453,421,Richard Adams
Q68178,421,Fritz Kolbe
Q7794415,421,Thomas Thangathurai William
Q54556288,421,John Herbert
Q8006492,421,William Campbell
Q7351162,421,Robert Wilson Kennerly
Q3291587,421,John Donaldson
Q75661415,421,Thomas William Jefferies
Q53838609,421,John William
Q64398068,421,Mary E. Smith Hayward
Q2151636,421,José Salvador González Moreno
Q20604270,421,William Henry Ford
Q18276365,421,José Renato da Silva Júnior
Q7114572,421,Owen McGee
Q28528604,421,Bill Binney
Q15392252,421,Jim Frater
Q55843410,421,Johann Christoph Bär
Q6129071,421,James B. Clark
Q7032743,421,Nigel de Brus
Q104216704,421,Jean Rodrigue
Q23020748,421,Frank Arnold
Q64853610,421,Juan Miguel Sánchez Muñoz
Q25443648,421,Maria Pereira
Q64019819,421,William J. Roberts
Q3523120,421,The Tuss
Q75297873,421,Oliver John Gibbs
Q7793890,421,Thomas Shadrach James
Q94812067,421,Hermann Christian Theodor Ludwig Schmidt
Q102131343,421,Andrew Martin William Glass
Q75784478,421,Robert Smith
Q102183293,421,John Walter Lee
Q78775996,421,José Molina Lario y Navarro
Q16149118,421,José Da Silva Costa
Q8021789,421,Willie Robinson
Q16059244,421,Jack P. Walker
Q15999621,421,William Alexander McMaster
Q2304974,421,Ashot III of Armenia
Q56644526,421,Jean Bernard Grand-Maître
Q1593097,421,Héctor-Neri Castañeda
Q4734365,421,Alondra Oubré
Q75322035,421,Robert George Parker
Q8017063,421,William Preston
Q8002984,421,Will Munro
Q4093262,421,Svetlana Bondarchuk
Q76152035,421,Thomas William Jex-Blake
Q1579476,421,Hans Fischer
Q76215615,421,Robert Norrie Williams
Q724063,421,Marta Pessarrodona i Artigues
Q75450575,421,Benjamin Reid
Q54321887,421,Richard Turner
Q15435910,421,Maria Dorothea Simon
Q12379248,421,William T. Sutherlin
Q7817033,421,Tom Newey
Q102268499,421,Plamen Emilov Kochloukov
Q75576158,421,Robert Williams
Q3110886,421,Gordon Chalk
Q75461614,421,John Fox-Rogers
Q6779433,421,Mary Elizabeth Wilson
Q63950091,421,Jose V. Rodriguez
Q75577187,421,Mary Rhys Williams
Q8018836,421,William Stewart
Q75405585,421,Charles Oliver Thomas Lyle
Q5537392,421,George Buckley
Q108525562,421,Q108525562
Q98834201,421,Manuel Rodríguez
Q3435354,421,"Robert Hankey, 2nd Baron Hankey"
Q75923529,421,John Hamilton Dempster
Q75924395,421,John Murray Naylor
Q75981779,421,Robert John Sunter
Q4799515,421,Arthur Lewis
Q75456338,421,Robert Henry Harrison
Q26857711,421,Thomas Herbert
Q75614004,421,David John William Whitworth
Q16062209,421,Edward Griffiths
Q98687678,421,George Wilson
Q75312345,421,James Wilson Montagu
Q28815714,421,John MacDonald
Q76116784,421,William Darling Campbell
Q39976,420,Ptolemy VII Neos Philopator
Q24204783,420,John Warwick
Q7804002,420,Tim Moore
Q18913321,420,Robert Ch'ung Chan
Q55687583,420,José María Adorna Castro
Q19757527,420,John Holt
Q62745884,420,Robert Wilson
Q7789937,420,Thomas Garnier
Q75376934,420,Felix Ferdinand Adrian Constantin Alexander Carl Conrad Graf von Salm-Hoogstraeten
Q51880139,420,Walter Raleigh
Q16729830,420,William U. Hill
Q713483,420,Aritomo Gotō
Q1462992,420,Friedrich Wilhelm Heidenreich
Q1743692,420,William Robertson McKenney
Q55677952,420,Esther Staudt
Q3806496,420,"James Cecil, 5th Earl of Salisbury"
Q6109750,420,Jaap de Wilde
Q75357520,420,William John Henry Brodrick
Q54863468,420,Katherine Douglas Smith
Q104214625,420,Jane-Anne Evans-Gordon
Q84710866,420,José Navarro y González de Canales
Q18911616,420,John Francis Xavier Murphy
Q9256755,420,Ewa Majewska
Q1507908,420,George Miller Calhoun
Q22113412,420,John M. Clark
Q84266680,420,Daoji
Q6300777,420,Juan Perez
Q76250554,420,George R. A. Wilson
Q75594622,420,Thomas Brown
Q102686976,420,John Robert Umbeck
Q5082593,420,Charles Spencer King
Q6763318,420,Marija Lucija Stupica
Q76016190,420,Thomas Brown
Q1731026,420,Karl Frey
Q6118810,420,Jacob Johnson
Q63952896,420,Robert Burns Shaw
Q21166313,420,John Winthrop
Q99477415,420,Audrey Mary Anderson
Q5940833,420,José Joaquín de Silva-Bazán
Q64014424,420,William J. Mitchell
Q5538749,420,"George E. Johnson, Sr."
Q4908966,420,Bill Ferrario
Q75355944,420,Robert William Hazlewood
Q6130700,420,James C. Faris
Q1252944,420,William T. Nuckolls
Q76023134,420,Gwenyth Mary Williams
Q94791832,420,Johann Konrad Frey
Q1391816,420,Philippe Nozières
Q6005001,420,María del Rosario Guerra
Q2260678,420,Daniel Kelly
Q75491787,420,Barclay James Walker
Q6960063,420,Robin Bourne-Taylor
Q76290121,420,Samuel Justin Francis Baker
Q16183056,420,Juan María Calles Moreno
Q76154425,420,"Sir James Evans Philipps, 11th Bt."
Q102404278,420,María José García-Zattera
Q629043,420,James Murray
Q3383187,420,Pierre-Joseph-Denis-Guillaume Faure
Q30084582,420,William H. Hoyt
Q4730272,420,Alladi Ramakrishnan
Q16012727,420,Richard Henry Ackerman
Q76145077,420,David Campbell Ross of Ross and Shandwick
Q3396086,420,Pompeo Di Campello
Q4908619,420,Bill Crouch
Q95639129,420,Johann Georg Faber
Q7321796,420,Rhys Jones
Q55179263,420,Manuel García de Mirasierra y Sánchez
Q101420932,420,"Karl Friedrich Aemilius, Graf von Posadowsky-Wehner, Freiherr von Postelwitz"
Q61313074,420,Anatole Le Guillois
Q179775,420,Brian Davis
Q6187383,420,Jessica Nelson North
Q107598649,420,J. Jackson Clarke
Q15968622,420,Johann Friedrich Jacobi
Q86735792,420,B. W. Caney
Q65030616,420,José Fernández
Q2753617,420,John D. Bulkeley
Q4142271,420,Olena Golub
Q55228655,420,Giovanni Interdonato
Q4665578,420,Abdul Nacer Benbrika
Q104535503,420,John Stephen Matthews
Q2168898,420,Rotraut Wisskirchen
Q1421977,420,Katherine Plunket
Q41777187,420,Víctor Manuel Pérez Ramos
Q16105724,420,David Orme-Johnson
Q6763551,420,Marilyn Ivy
Q8016187,420,"William Norton, 2nd Baron Grantley"
Q18911652,420,Robert Walker Davis
Q64996065,420,Michael Bauer (officer)
Q1447562,420,Franz Joseph Fischer
Q96363163,420,Félix Dubuis
Q4722945,420,Alfred James Mitchell
Q102124551,420,William Jesse Gray
Q56176513,420,Huw Thomas Edwards
Q18808788,420,Girault M. Jones
Q5618906,420,Gunn Karin Gjul
Q59809278,420,D. Johns
Q7791185,420,Thomas Jackson Denson
Q3165529,420,Jean-François Charpentier de Cossigny
Q26250398,420,William Wilberforce
Q7172988,420,Peter Brown
Q19881853,420,Robert Wilson
Q47035293,420,Madeleine Smith-Champion
Q7342854,420,Robert Champion de Crespigny
Q3262570,420,Louis Léonard Antoine de Colli-Ricci
Q75409267,420,Arthur Francis Thomas Cooper
Q60775564,420,John Dempster
Q75615187,420,Robert Colville
Q28778357,420,Hannah Ransome Geldart
Q20023132,420,Adam Smith
Q3810448,420,José Geraldo de Castro
Q55081156,420,Charles B. Dew
Q7114472,420,Owen Evans
Q8013322,420,William J. Roberts
Q4911352,420,Bill White
Q95245958,420,Johann Christian Schmid
Q744932,420,William Henry Barnum
Q16944204,420,Charles Roberts
Q4934077,420,Bob Stein
Q4931894,420,Bob Bowman
Q88215899,420,George Hamilton Bell
Q102231520,420,David Hunter Anderson
Q21509916,420,Charles Carroll Davis
Q63160659,420,Edward Charles Moyle
Q49244036,420,Friedrich Wilhelm Müller
Q108375517,420,William Galbraith
Q106828149,420,Robert Orme
Q75665559,420,James Frederick Alexander
Q6454855,420,José María Olazábal Zaldumbide
Q64676154,420,John Robinson
Q76035587,420,William Alexander Mackintosh
Q3846950,420,Margherita Marchione
Q102424973,420,C. Robert Young
Q20734396,420,Siencyn Thomas
Q5715514,420,Henri H. Stahl
Q3806638,420,James Lang
Q75816378,420,William Baird
Q107311142,420,John Spackman
Q5983287,420,Ian Wilson
Q4256992,420,Valentina Legkostupova
Q75385905,420,Robert Kerr Hamilton
Q75353159,420,Victoria Williams-Bulkeley
Q6139014,420,James Martin Munley
Q7819530,420,Tommy Horsfall
Q94294911,420,John Roberts
Q100959477,420,Emeka Wilson
Q7177600,420,Peter Warshall
Q51728692,420,Austin Alexander Beatie
Q7346705,420,Robert Langs
Q95759457,420,Thomas Brown
Q24034871,420,Jose Policarpo Rodriguez
Q32402921,420,Esther de Carvalho
Q20567331,420,Joseph Seth Jones
Q75866014,420,Thomas Edwards Harman
Q307393,420,Abdul Rahman Arif
Q23615870,420,John Croke
Q16062276,420,James Daly
Q1464057,420,Adam Friedrich August von Watzdorff
Q75985146,420,"Sir George Frederick John Hodson, 3rd Bt."
Q21546610,420,Antoine Conte
Q76108489,420,Mary (Maria) Smith
Q8009935,420,William Glover
Q94937295,420,Johann Valentin Maier
Q76303700,420,Richard Michael Davies
Q96073529,420,Henrietta Frances Birch
Q75749057,420,Thomas James Heath
Q20218124,420,Jan Arend Godert de Vos van Steenwijk
Q18576619,420,Kathleen Lloyd Jones
Q76173467,420,Jeremy Michael Spencer-Smith
Q966704,420,Bill Kenville
Q3168607,420,Jean-Paul Meyer
Q3742372,420,Kare Kauks
Q15130729,420,Walter Lee Williams
Q94259897,420,Mary Elizabeth Simonds Johnson
Q75903615,420,Alexander Mackenzie
Q3132935,420,Henry Maret
Q4750213,420,An Ruzi
Q75894598,420,Thomas Brown
Q75267169,420,John Raphael Hamilton-Dalrymple
Q3720020,420,"Edward Russell, 3rd Earl of Bedford"
Q5546417,420,George Wilson Becton
Q76056230,420,Alexander James Paxton
Q7410752,420,Samuel Allen Carson
Q1384174,420,Friedrich Wilhelm Deichmann
Q76123873,420,Mark William Wood
Q12305215,420,Carl Emil Falbe-Hansen
Q4908396,420,Bill Camkin
Q76330811,420,Charles William Palmer
Q5107033,420,Chris Jones
Q75480084,420,Matthew William Hughes Hallifax
Q99207,420,Eitel Frederick of Zollern
Q5343694,420,Edward Jones Viall
Q75284735,420,Thomas Pakenham
Q6779940,420,Mary Jo White
Q86906337,420,Comte Jean Joseph Alphonse de Toulouse-Lautrec-Monfa
Q3166479,420,Jean-Joseph-François Tassaert
Q75986672,420,William Henry George Wilks
Q29871142,420,Barbara J. King
Q107143181,420,David Cooke
Q63538349,420,H. Weston Taylor
Q75938162,420,John David Octavius Wallace
Q76097724,420,Charles John Bond
Q16059263,420,William Alexander
Q18575260,420,John Horatio Lloyd
Q75978326,420,Robert Nagel
Q51588339,420,James Gray
Q76338937,420,"Felicitie Jean Louis de Durfort, 2nd Comte de Deyme"
Q4719061,420,Alexander Hamilton
Q14593688,420,Richard Wainwright
Q17285265,420,José Magalhães
Q8003906,420,William A. Bond
Q95583953,420,Stephen Brown
Q75650375,420,Henry Owen Becher
Q10495105,420,Thomas White
Q5940015,420,José García Padrón
Q15982024,420,James Bartlett
Q18879428,420,John Vivian
Q3721846,420,Eleonore of Württemberg
Q76034231,420,Thomas Power
Q3175611,420,John IV of Neufchatel
Q102340421,420,John A. Clark
Q21463881,420,George Walter Harris
Q1036869,420,Carl August Richter
Q22005288,420,Jack Howe
Q104759621,420,Hendrik Brouwer
Q5341733,420,Edward Ball
Q18912852,420,François-Marie Cardinal de Cuzey
Q95886771,420,Judy Therrian
Q2908527,420,Sofi Tsedaka
Q89584385,420,John Newman
Q76116466,420,James Wilson Nightingale
Q7422132,420,Sarah Brosnan
Q4767309,420,Anna Maria Toso
Q566322,420,Hans-Joachim von Merkatz
Q33606473,420,María Araújo
Q493240,420,Andre Smith
Q76044626,420,Frederick William Butt-Thompson
Q82294883,420,Thomas Brown
Q8008020,420,William Drury Lowe
Q3839123,420,"Ludovico, Count di Belgiojoso"
Q5676725,420,Teresa Borràs i Fornell
Q21553689,420,Johann Gerhard Thielo
Q62527706,420,John Horton McDermid
Q1061744,420,Frieda Hughes
Q270169,420,Elisabeth Dorothea of Saxe-Gotha-Altenburg
Q3837596,420,Louis George Gregory
Q6114123,420,Jack Miller
Q107302268,420,"József, Graf Pejácsevich de Veröcze"
Q76279486,420,John Charles Cameron
Q2580080,420,William Murphy
Q6205285,420,Joan McCracken
Q75675301,420,Richard Bowlby
Q11722503,420,Maria Amelia Ostaszewska
Q2546978,420,Wayne R. Dynes
Q16185291,420,Murray Child
Q15835046,420,Michael James Dempsey
Q8201731,420,Antonio Sánchez García
Q76371808,420,Elizabeth Deacon
Q1680643,420,James Joseph Daly
Q75338532,420,Edmund Thomas Henry Barrett-Lennard
Q20734076,420,Owen Hughes
Q102122566,420,William Rand Kenan Sr.
Q105798999,420,Q105798999
Q6234953,420,John Gascoigne
Q96081464,420,Frances Perceval
Q5108239,420,Chris Taylor
Q2266964,420,Terri Hanauer
Q96202890,420,Anna Morton
Q76076158,420,Thomas Brown
Q3184768,420,Joseph Clayton Clark
Q76212480,420,Michael James Robert de Halpert
Q2426990,420,Thomas Ryan
Q76013505,420,Thomas Brown
Q13412377,420,Sol Rodriguez
Q7345280,420,Robert Harris
Q45416804,420,Qian Dongyuan
Q6227794,420,John Cruger
Q6968250,420,Natalie Taylor
Q1292528,420,Edward Herbert Rees
Q7965199,420,Walter Hussey
Q60845232,420,Johann Renatus Wilhelm Beck
Q15729474,420,Alexandre de La Fons de Mélicocq
Q99198066,420,Pacifique Morelle
Q1821999,420,John P. Paynter
Q5216724,420,Daniel C. Swan
Q98762537,420,William Barrington-Browne
Q25207031,420,James Morris
Q76076639,420,William Robert Amis
Q18784042,420,William Larke
Q76229141,420,Robert Fielden Jackson
Q44838378,420,"John Hamilton, 1st Earl of Ruglen"
Q75926850,420,Robert Jackson
Q663451,420,Thomas Nicholson Gibbs
Q75490113,420,Thomas Brown
Q3086371,420,Françoise-Albine Benoist
Q126828,420,Herbert Fischer
Q94810370,420,Johann Christian Schmid
Q4829462,420,Avril Anderson
Q6758458,420,Marcus Smith
Q16071091,420,George Owen
Q76834091,420,Robert Ditchburn
Q99497979,420,Francisco Sanchez Lopez
Q96409998,420,Ludwig August Benedikt Surbeck
Q6218004,420,John A. Wright
Q11769137,420,Maria Krystyna Sapieha
Q21537652,420,Francis Grey Smith
Q4718747,420,"Alexander Douglas-Hamilton, 16th Duke of Hamilton"
Q76130987,420,Alexander Francis Wright
Q17386743,420,Henry de La Madelène
Q66760653,420,Jean François Mouret
Q6241266,420,John J. Robinson
Q75465097,420,Robert William Shekleton
Q2914819,420,"Alastair Windsor, 2nd Duke of Connaught and Strathearn"
Q1711714,420,Jules Henri François Charles-Roux
Q63485578,420,Maria Maud Leonard McCreery
Q13563085,420,Jill Churchill
Q75268192,420,Edmund Brudenell
Q19975076,420,Thomas Power
Q63163782,420,Robert Wildgoose
Q81326,420,Donald Nicol
Q107037915,420,Vaughan Williams
Q348322,420,"Guy IV, Count of Saint-Pol"
Q3617929,420,Anne-Marie Meyer
Q102122695,420,William Morris Schaffer
Q75338890,420,Richard John Stirling Barrett-Lennard
